Title,Element Name,Data Value
Database Administrators,Enterprising,2.86
Database Administrators,Conventional,6.57
Database Architects,Realistic,2.69
Database Architects,Investigative,5.68
Database Architects,Artistic,2.22
Database Architects,Social,1.93
Database Architects,Enterprising,2.75
Database Architects,Conventional,5.99
Data Warehousing Specialists,Realistic,2.87
Data Warehousing Specialists,Investigative,4.71
Data Warehousing Specialists,Artistic,1.62
Data Warehousing Specialists,Social,2
Data Warehousing Specialists,Enterprising,3.09
Data Warehousing Specialists,Conventional,6.37
Network and Computer Systems Administrators,Realistic,4.2
Network and Computer Systems Administrators,Investigative,4.05
Network and Computer Systems Administrators,Artistic,1
Network and Computer Systems Administrators,Social,2.22
Network and Computer Systems Administrators,Enterprising,3.47
Network and Computer Systems Administrators,Conventional,6.18
Computer Programmers,Realistic,3.31
Computer Programmers,Investigative,5.18
Computer Programmers,Artistic,2.62
Computer Programmers,Social,2.01
Computer Programmers,Enterprising,2.04
Computer Programmers,Conventional,5.8
Software Developers,Realistic,3.93
Software Developers,Investigative,5.86
Software Developers,Artistic,2.26
Software Developers,Social,1.88
Software Developers,Enterprising,1.87
Software Developers,Conventional,5.46
Software Quality Assurance Analysts and Testers,Realistic,3.8
Software Quality Assurance Analysts and Testers,Investigative,5.76
Software Quality Assurance Analysts and Testers,Artistic,1.69
Software Quality Assurance Analysts and Testers,Social,1.53
Software Quality Assurance Analysts and Testers,Enterprising,1.57
Software Quality Assurance Analysts and Testers,Conventional,5.68
Web Developers,Realistic,2.95
Web Developers,Investigative,5.06
Web Developers,Artistic,3.07
Web Developers,Social,2.24
Web Developers,Enterprising,2.89
Web Developers,Conventional,5.09
Web and Digital Interface Designers,Realistic,2.57
Web and Digital Interface Designers,Investigative,4.87
Web and Digital Interface Designers,Artistic,4.49
Web and Digital Interface Designers,Social,2.21
Web and Digital Interface Designers,Enterprising,3.14
Web and Digital Interface Designers,Conventional,4.39
Video Game Designers,Realistic,2.68
Video Game Designers,Investigative,4.1
Video Game Designers,Artistic,6.42
Video Game Designers,Social,2.35
Video Game Designers,Enterprising,4.02
Video Game Designers,Conventional,3.87
Web Administrators,Realistic,2.57
Web Administrators,Investigative,4.42
Web Administrators,Artistic,2.28
Web Administrators,Social,2.23
Web Administrators,Enterprising,3.74
Web Administrators,Conventional,5.74
Geographic Information Systems Technologists and Technicians,Realistic,4.26
Geographic Information Systems Technologists and Technicians,Investigative,5.19
Geographic Information Systems Technologists and Technicians,Artistic,2.31
Geographic Information Systems Technologists and Technicians,Social,1.93
Geographic Information Systems Technologists and Technicians,Enterprising,1.93
Geographic Information Systems Technologists and Technicians,Conventional,5.88
Document Management Specialists,Realistic,1.67
Document Management Specialists,Investigative,3.81
Document Management Specialists,Artistic,1.85
Document Management Specialists,Social,2.39
Document Management Specialists,Enterprising,3.02
Document Management Specialists,Conventional,6.75
Penetration Testers,Realistic,3.9
Penetration Testers,Investigative,5.17
Penetration Testers,Artistic,1.28
Penetration Testers,Social,1.97
Penetration Testers,Enterprising,2.08
Penetration Testers,Conventional,5.15
Information Security Engineers,Realistic,4.24
Information Security Engineers,Investigative,5.51
Information Security Engineers,Artistic,1.31
Information Security Engineers,Social,1.85
Information Security Engineers,Enterprising,2.66
Information Security Engineers,Conventional,6.04
Digital Forensics Analysts,Realistic,3.18
Digital Forensics Analysts,Investigative,6.1
Digital Forensics Analysts,Artistic,1.71
Digital Forensics Analysts,Social,1.68
Digital Forensics Analysts,Enterprising,2.7
Digital Forensics Analysts,Conventional,6.05
Blockchain Engineers,Realistic,3.4
Blockchain Engineers,Investigative,5.28
Blockchain Engineers,Artistic,2.07
Blockchain Engineers,Social,1.57
Blockchain Engineers,Enterprising,3.39
Blockchain Engineers,Conventional,5.69
Computer Systems Engineers/Architects,Realistic,4.33
Computer Systems Engineers/Architects,Investigative,5.77
Computer Systems Engineers/Architects,Artistic,1.97
Computer Systems Engineers/Architects,Social,2.04
Computer Systems Engineers/Architects,Enterprising,2.81
Computer Systems Engineers/Architects,Conventional,5.42
Information Technology Project Managers,Realistic,1.72
Information Technology Project Managers,Investigative,3.68
Information Technology Project Managers,Artistic,1.83
Information Technology Project Managers,Social,2.66
Information Technology Project Managers,Enterprising,6.02
Information Technology Project Managers,Conventional,5.29
Actuaries,Realistic,1.81
Actuaries,Investigative,4.44
Actuaries,Artistic,1.18
Actuaries,Social,2.47
Actuaries,Enterprising,3.41
Actuaries,Conventional,6.24
Mathematicians,Realistic,3
Mathematicians,Investigative,7
Mathematicians,Artistic,3.23
Mathematicians,Social,1.97
Mathematicians,Enterprising,1.16
Mathematicians,Conventional,5.27
Operations Research Analysts,Realistic,1.92
Operations Research Analysts,Investigative,6.26
Operations Research Analysts,Artistic,2.14
Operations Research Analysts,Social,2.04
Operations Research Analysts,Enterprising,3.12
Operations Research Analysts,Conventional,5.77
Statisticians,Realistic,2.07
Statisticians,Investigative,6.63
Statisticians,Artistic,1.76
Statisticians,Social,1.69
Statisticians,Enterprising,1.82
Statisticians,Conventional,5.93
Biostatisticians,Realistic,2.58
Biostatisticians,Investigative,7
Biostatisticians,Artistic,2.65
Biostatisticians,Social,2.67
Biostatisticians,Enterprising,1.86
Biostatisticians,Conventional,4.73
Data Scientists,Realistic,2.16
Data Scientists,Investigative,6.99
Data Scientists,Artistic,2.59
Data Scientists,Social,1.66
Data Scientists,Enterprising,1.71
Data Scientists,Conventional,5.4
Business Intelligence Analysts,Realistic,1.12
Business Intelligence Analysts,Investigative,5.46
Business Intelligence Analysts,Artistic,1.95
Business Intelligence Analysts,Social,1.88
Business Intelligence Analysts,Enterprising,4.46
Business Intelligence Analysts,Conventional,5.61
Clinical Data Managers,Realistic,1.29
Clinical Data Managers,Investigative,5.71
Clinical Data Managers,Artistic,1.15
Clinical Data Managers,Social,2.55
Clinical Data Managers,Enterprising,3.3
Clinical Data Managers,Conventional,6.87
Bioinformatics Technicians,Realistic,3.81
Bioinformatics Technicians,Investigative,6.42
Bioinformatics Technicians,Artistic,1.58
Bioinformatics Technicians,Social,1.69
Bioinformatics Technicians,Enterprising,1
Bioinformatics Technicians,Conventional,6.04
Architects - Except Landscape and Naval,Realistic,5.21
Architects - Except Landscape and Naval,Investigative,4.18
Architects - Except Landscape and Naval,Artistic,4.55
Architects - Except Landscape and Naval,Social,2.51
Architects - Except Landscape and Naval,Enterprising,3.45
Architects - Except Landscape and Naval,Conventional,4.12
Landscape Architects,Realistic,5.42
Landscape Architects,Investigative,4.69
Landscape Architects,Artistic,4.57
Landscape Architects,Social,2.63
Landscape Architects,Enterprising,3.66
Landscape Architects,Conventional,3.71
Cartographers and Photogrammetrists,Realistic,4.61
Cartographers and Photogrammetrists,Investigative,5.15
Cartographers and Photogrammetrists,Artistic,3.56
Cartographers and Photogrammetrists,Social,1.77
Cartographers and Photogrammetrists,Enterprising,1.63
Cartographers and Photogrammetrists,Conventional,5.33
Surveyors,Realistic,5.14
Surveyors,Investigative,4.82
Surveyors,Artistic,1.77
Surveyors,Social,1.65
Surveyors,Enterprising,1.93
Surveyors,Conventional,5.48
Geodetic Surveyors,Realistic,5.63
Geodetic Surveyors,Investigative,5.4
Geodetic Surveyors,Artistic,1.42
Geodetic Surveyors,Social,1.58
Geodetic Surveyors,Enterprising,1.64
Geodetic Surveyors,Conventional,5.5
Aerospace Engineers,Realistic,5.37
Aerospace Engineers,Investigative,6.14
Aerospace Engineers,Artistic,2.45
Aerospace Engineers,Social,1.28
Aerospace Engineers,Enterprising,2.58
Aerospace Engineers,Conventional,4.63
Agricultural Engineers,Realistic,6.17
Agricultural Engineers,Investigative,6.28
Agricultural Engineers,Artistic,2.2
Agricultural Engineers,Social,1.72
Agricultural Engineers,Enterprising,2.59
Agricultural Engineers,Conventional,3.93
Bioengineers and Biomedical Engineers,Realistic,5.57
Bioengineers and Biomedical Engineers,Investigative,7
Bioengineers and Biomedical Engineers,Artistic,2.3
Bioengineers and Biomedical Engineers,Social,2.91
Bioengineers and Biomedical Engineers,Enterprising,1.58
Bioengineers and Biomedical Engineers,Conventional,3.78
Chemical Engineers,Realistic,6.28
Chemical Engineers,Investigative,5.73
Chemical Engineers,Artistic,1.76
Chemical Engineers,Social,1.06
Chemical Engineers,Enterprising,1.83
Chemical Engineers,Conventional,4.61
Civil Engineers,Realistic,6.36
Civil Engineers,Investigative,5.11
Civil Engineers,Artistic,2.15
Civil Engineers,Social,1.79
Civil Engineers,Enterprising,2.9
Civil Engineers,Conventional,4.63
Transportation Engineers,Realistic,5.57
Transportation Engineers,Investigative,4.82
Transportation Engineers,Artistic,2.07
Transportation Engineers,Social,1.96
Transportation Engineers,Enterprising,3.04
Transportation Engineers,Conventional,4.71
Water/Wastewater Engineers,Realistic,5.62
Water/Wastewater Engineers,Investigative,5.35
Water/Wastewater Engineers,Artistic,1.85
Water/Wastewater Engineers,Social,1.76
Water/Wastewater Engineers,Enterprising,2.9
Water/Wastewater Engineers,Conventional,4.53
Computer Hardware Engineers,Realistic,5.79
Computer Hardware Engineers,Investigative,5.64
Computer Hardware Engineers,Artistic,1.84
Computer Hardware Engineers,Social,1.79
Computer Hardware Engineers,Enterprising,1.88
Computer Hardware Engineers,Conventional,5.28
Electrical Engineers,Realistic,6.35
Electrical Engineers,Investigative,5.31
Electrical Engineers,Artistic,2.01
Electrical Engineers,Social,1.57
Electrical Engineers,Enterprising,2.31
Electrical Engineers,Conventional,5.01
Electronics Engineers - Except Computer,Realistic,6.23
Electronics Engineers - Except Computer,Investigative,5.8
Electronics Engineers - Except Computer,Artistic,2.03
Electronics Engineers - Except Computer,Social,1.59
Electronics Engineers - Except Computer,Enterprising,1.62
Electronics Engineers - Except Computer,Conventional,4.68
Radio Frequency Identification Device Specialists,Realistic,5.27
Radio Frequency Identification Device Specialists,Investigative,4.81
Radio Frequency Identification Device Specialists,Artistic,1.4
Radio Frequency Identification Device Specialists,Social,1.35
Radio Frequency Identification Device Specialists,Enterprising,1.4
Radio Frequency Identification Device Specialists,Conventional,5.38
Environmental Engineers,Realistic,5.15
Environmental Engineers,Investigative,6.11
Environmental Engineers,Artistic,2.04
Environmental Engineers,Social,2.21
Environmental Engineers,Enterprising,3.1
Environmental Engineers,Conventional,4.29
Health and Safety Engineers - Except Mining Safety Engineers and Inspectors,Realistic,5.32
Health and Safety Engineers - Except Mining Safety Engineers and Inspectors,Investigative,5.63
Health and Safety Engineers - Except Mining Safety Engineers and Inspectors,Artistic,1.04
Health and Safety Engineers - Except Mining Safety Engineers and Inspectors,Social,2.18
Health and Safety Engineers - Except Mining Safety Engineers and Inspectors,Enterprising,2.26
Health and Safety Engineers - Except Mining Safety Engineers and Inspectors,Conventional,4.66
Fire-Prevention and Protection Engineers,Realistic,6.08
Fire-Prevention and Protection Engineers,Investigative,5.28
Fire-Prevention and Protection Engineers,Artistic,1.51
Fire-Prevention and Protection Engineers,Social,2.96
Fire-Prevention and Protection Engineers,Enterprising,2.82
Fire-Prevention and Protection Engineers,Conventional,4.27
Industrial Engineers,Realistic,4.7
Industrial Engineers,Investigative,4.88
Industrial Engineers,Artistic,1.65
Industrial Engineers,Social,1.4
Industrial Engineers,Enterprising,3.52
Industrial Engineers,Conventional,5.41
Human Factors Engineers and Ergonomists,Realistic,4.67
Human Factors Engineers and Ergonomists,Investigative,6.22
Human Factors Engineers and Ergonomists,Artistic,2.57
Human Factors Engineers and Ergonomists,Social,2.2
Human Factors Engineers and Ergonomists,Enterprising,2.65
Human Factors Engineers and Ergonomists,Conventional,4.24
Validation Engineers,Realistic,4.63
Validation Engineers,Investigative,5.42
Validation Engineers,Artistic,1.45
Validation Engineers,Social,1.46
Validation Engineers,Enterprising,2.23
Validation Engineers,Conventional,5.2
Manufacturing Engineers,Realistic,5.18
