yop_kodu,bir_kontenjana_talip_olan_aday_sayisi_2022,bir_kontenjana_talip_olan_aday_sayisi_2023,bir_kontenjana_talip_olan_aday_sayisi_2024,ilk_uc_sirada_tercih_eden_sayisi_2022,ilk_uc_sirada_tercih_eden_sayisi_2023,ilk_uc_sirada_tercih_eden_sayisi_2024,ilk_uc_sirada_tercih_eden_orani_2022,ilk_uc_sirada_tercih_eden_orani_2023,ilk_uc_sirada_tercih_eden_orani_2024,ilk_uc_tercih_olarak_yerlesen_sayisi_2022,ilk_uc_tercih_olarak_yerlesen_sayisi_2023,ilk_uc_tercih_olarak_yerlesen_sayisi_2024,ilk_uc_tercih_olarak_yerlesen_orani_2022,ilk_uc_tercih_olarak_yerlesen_orani_2023,ilk_uc_tercih_olarak_yerlesen_orani_2024
100590162,,,"13,0",,,147.0,,,"17,6",,,13.0,,,"21,0"
300650205,"5,0","7,2","6,0",3.0,1.0,5.0,"30,0","2,3","13,9",1.0,0.0,3.0,"50,0",,"50,0"
300650206,"0,6","0,9","0,6",2.0,2.0,4.0,"40,0","33,3","66,7",1.0,1.0,1.0,"100,0","100,0","100,0"
300650207,"9,7","15,0","16,5",6.0,21.0,13.0,"20,7","23,3","19,7",1.0,3.0,0.0,"33,3","50,0","0,0"
300650208,"2,0","1,7","2,5",0.0,2.0,3.0,,"16,7","15,0",0.0,1.0,3.0,,"50,0","50,0"
300650219,,"0,4","0,6",,0.0,0.0,,,"0,0",,,,,,
300650226,,"0,7","0,4",,2.0,3.0,,"40,0","60,0",,1.0,,,"50,0",
100710012,"36,5","27,3","43,7",982.0,760.0,711.0,"37,4","38,6","39,7",34.0,43.0,25.0,"47,2","59,7","61,0"
100710021,"36,4","28,3","22,6",770.0,541.0,276.0,"29,4","26,6","27,8",51.0,30.0,19.0,"70,8","41,7","43,2"
100710039,"27,7","32,7","35,5",391.0,437.0,338.0,"27,1","25,7","30,7",23.0,22.0,5.0,"44,2","42,3","16,1"
100710048,"26,8","16,7","20,2",421.0,333.0,203.0,"25,4","31,2","31,4",31.0,43.0,24.0,"50,0","67,2","75,0"
100710057,"30,2","21,3","17,8",396.0,321.0,172.0,"23,0","25,6","23,0",21.0,24.0,17.0,"36,8","41,4","40,5"
100710066,"7,1","6,0","6,8",94.0,61.0,80.0,"32,4","24,2","27,9",21.0,16.0,14.0,"51,2","39,0","34,1"
100710075,"21,5","13,3","18,6",337.0,252.0,185.0,"21,7","25,6","26,9",30.0,46.0,20.0,"41,7","62,2","54,1"
100710084,"36,2","26,9","22,3",179.0,152.0,148.0,"19,0","20,9","24,5",9.0,14.0,9.0,"34,6","51,9","33,3"
100710093,"53,7","33,5","34,5",310.0,190.0,183.0,"22,2","21,0","24,1",13.0,5.0,3.0,"50,0","18,5","13,6"
100710109,"31,4","20,3","16,3",599.0,380.0,228.0,"26,5","25,4","25,9",38.0,28.0,16.0,"52,8","38,9","30,2"
100710118,"30,9","15,3","16,4",446.0,224.0,206.0,"23,3","22,8","29,9",26.0,33.0,22.0,"41,9","51,6","52,4"
100710127,"23,4","18,3","23,1",465.0,394.0,212.0,"24,3","25,6","28,7",47.0,54.0,23.0,"57,3","64,3","71,9"
100710145,"20,0","22,2","41,1",1114.0,1002.0,1028.0,"20,9","22,0","24,3",69.0,41.0,19.0,"25,8","20,0","18,4"
100710154,"36,3","23,4","44,5",597.0,436.0,659.0,"20,1","22,2","23,1",41.0,38.0,11.0,"50,0","45,8","17,5"
100710163,"40,6","28,8","53,1",849.0,659.0,1034.0,"25,5","27,3","30,4",38.0,43.0,23.0,"46,3","51,2","35,9"
100710181,"28,3","20,4","54,4",468.0,379.0,795.0,"20,2","22,2","27,1",29.0,36.0,14.0,"35,4","43,4","25,9"
100710199,"35,1","24,6","41,6",630.0,478.0,557.0,"25,0","26,2","27,3",35.0,23.0,17.0,"48,6","31,9","34,7"
100710206,"22,4","15,4","37,4",449.0,372.0,387.0,"24,4","28,8","24,6",40.0,51.0,14.0,"48,8","60,7","33,3"
100710215,"30,6","18,5","39,1",762.0,509.0,587.0,"30,4","32,8","35,7",43.0,49.0,25.0,"52,4","58,3","59,5"
100710224,"2,0","3,2","8,5",7.0,9.0,19.0,"11,5","9,0","10,7",4.0,7.0,7.0,"50,0","53,8","33,3"
100710233,"15,4","17,4","27,7",161.0,193.0,235.0,"14,5","15,4","20,7",30.0,25.0,13.0,"41,7","34,7","31,7"
100710242,"1,1","1,9","4,5",2.0,6.0,4.0,"8,7","15,0","8,2",0.0,2.0,1.0,,"66,7","9,1"
100710251,"22,7","25,6","37,0",246.0,283.0,465.0,"15,0","15,3","20,3",17.0,16.0,14.0,"23,6","22,2","22,6"
100710278,"13,3","14,4","16,4",1254.0,1275.0,1598.0,"30,6","28,7","30,7",133.0,112.0,139.0,"43,2","36,4","43,7"
100710287,"9,8","9,7","15,8",76.0,74.0,103.0,"10,8","10,6","15,9",17.0,21.0,15.0,"23,6","29,2","36,6"
100710296,"32,2","22,9","28,1",630.0,494.0,424.0,"27,2","29,2","27,9",30.0,42.0,9.0,"41,7","56,8","16,7"
100710427,"28,8","19,3","16,0",183.0,205.0,166.0,"20,5","28,8","28,0",14.0,14.0,9.0,"45,2","37,8","24,3"
100710436,"20,9","25,6","37,4",310.0,419.0,505.0,"19,3","21,3","21,8",13.0,18.0,6.0,"16,9","23,4","9,7"
100710445,"19,0","12,8","27,3",332.0,263.0,267.0,"21,3","24,5","23,3",28.0,48.0,14.0,"34,1","57,1","33,3"
100710463,"19,3","18,8","10,3",362.0,358.0,155.0,"36,1","30,7","29,0",41.0,41.0,31.0,"78,8","66,1","59,6"
100710472,"13,6","12,8","2,3",103.0,85.0,13.0,"14,5","12,8","15,7",24.0,23.0,9.0,"46,2","44,2","50,0"
100710481,"42,1","21,4","22,1",566.0,300.0,262.0,"32,8","33,4","37,1",26.0,28.0,16.0,"63,4","66,7","50,0"
100710499,"51,3","28,3","32,7",979.0,561.0,510.0,"46,6","47,1","48,8",27.0,33.0,21.0,"65,9","78,6","65,6"
100710506,"26,2","18,7","18,1",304.0,220.0,195.0,"28,3","28,0","33,6",25.0,28.0,15.0,"61,0","66,7","46,9"
100710524,"24,0","17,5","17,2",150.0,135.0,87.0,"17,4","20,8","18,7",10.0,18.0,4.0,"27,8","48,6","14,8"
100710533,"43,6","17,8","17,4",400.0,179.0,123.0,"22,4","23,9","22,1",25.0,22.0,19.0,"61,0","53,7","59,4"
100710542,"31,9","17,1","18,5",216.0,159.0,108.0,"16,5","22,1","18,3",18.0,15.0,2.0,"43,9","35,7","6,3"
100710551,"49,1","26,3","23,1",481.0,296.0,203.0,"23,9","26,8","27,5",19.0,20.0,17.0,"46,3","47,6","53,1"
100710569,"32,7","21,4","14,8",494.0,355.0,106.0,"24,3","25,9","22,4",30.0,28.0,17.0,"48,4","43,8","53,1"
100710578,"18,5","13,1","43,9",235.0,216.0,403.0,"17,6","22,3","21,9",22.0,29.0,9.0,"30,6","40,3","21,4"
100710587,"20,2","16,0","14,5",210.0,196.0,100.0,"20,0","23,5","22,2",19.0,12.0,14.0,"36,5","23,1","45,2"
100710596,"22,8","13,7","32,3",268.0,162.0,301.0,"19,0","18,4","22,2",9.0,30.0,10.0,"14,5","48,4","23,8"
100710603,"8,5","11,8","14,9",149.0,267.0,238.0,"28,4","35,5","32,5",25.0,40.0,22.0,"40,3","62,5","44,9"
100710612,"19,5","15,4","10,4",312.0,236.0,103.0,"30,7","29,5","24,1",32.0,22.0,26.0,"61,5","42,3","63,4"
100710648,"15,9","15,7","20,4",373.0,416.0,322.0,"25,3","28,4","30,3",37.0,42.0,26.0,"39,8","45,2","50,0"
100710657,"13,5","12,1","16,3",186.0,208.0,153.0,"22,1","26,9","29,4",32.0,27.0,18.0,"51,6","42,2","56,3"
100710675,"13,9","15,3","15,9",218.0,296.0,295.0,"25,4","30,3","29,0",34.0,40.0,28.0,"54,8","62,5","43,8"
100710684,"27,3","22,1","37,9",563.0,541.0,548.0,"18,2","21,7","18,8",56.0,52.0,15.0,"49,6","46,0","19,5"
100710693,"34,6","31,2","22,0",301.0,278.0,240.0,"28,0","27,9","29,5",14.0,11.0,14.0,"45,2","34,4","37,8"
100710745,"15,0","9,4","8,2",579.0,418.0,273.0,"27,7","31,2","26,8",90.0,104.0,81.0,"64,7","72,7","64,8"
100710754,"28,5","22,7","27,6",668.0,615.0,720.0,"32,6","36,6","35,3",33.0,37.0,28.0,"45,8","50,0","38,4"
100710815,"52,7","33,6","52,5",2133.0,1343.0,1391.0,"56,2","54,1","63,1",54.0,68.0,33.0,"75,0","91,9","78,6"
100710824,"34,6","29,1","38,5",2505.0,2253.0,3250.0,"33,5","34,9","40,2",130.0,137.0,122.0,"60,2","61,7","58,1"
100710833,"19,2","26,1","27,0",342.0,468.0,211.0,"24,8","24,9","25,2",29.0,19.0,12.0,"40,3","26,4","38,7"
100710869,"27,2","20,4","27,1",546.0,440.0,706.0,"38,6","40,0","44,1",32.0,38.0,44.0,"61,5","73,1","77,2"
100710878,"47,9","33,2","49,2",1779.0,1129.0,948.0,"39,9","35,4","39,3",36.0,39.0,18.0,"38,7","40,6","36,7"
100711019,"35,2","22,5","24,9",294.0,193.0,182.0,"23,2","23,2","27,0",13.0,19.0,8.0,"36,1","51,4","29,6"
100711037,"28,5","19,0","11,2",431.0,328.0,149.0,"24,4","26,9","24,5",28.0,28.0,21.0,"45,2","43,8","38,9"
100711046,"50,0","25,6","18,5",935.0,553.0,494.0,"24,3","28,1","32,5",7.0,18.0,37.0,"9,1","23,4","45,1"
100711055,"14,8","12,1","17,7",188.0,191.0,166.0,"24,5","29,2","29,3",26.0,30.0,18.0,"50,0","55,6","56,3"
100711064,"3,0","4,0","6,0",1.0,0.0,1.0,"33,3",,"16,7",1.0,,1.0,"100,0",,"100,0"
100711082,"18,8","14,8","14,8",188.0,175.0,127.0,"24,4","28,1","26,8",17.0,26.0,21.0,"41,5","61,9","65,6"
100711091,"33,0","20,1","41,5",1090.0,693.0,745.0,"40,3","41,1","42,7",53.0,49.0,32.0,"64,6","59,0","76,2"
100711107,"47,6","28,7","27,4",1382.0,845.0,561.0,"40,3","39,8","40,9",34.0,32.0,16.0,"47,2","43,2","32,0"
100711125,"43,1","29,5","24,3",884.0,684.0,649.0,"33,1","36,3","36,1",35.0,31.0,34.0,"56,5","50,0","45,9"
100711134,"51,8","38,3","31,2",1074.0,923.0,878.0,"33,4","37,6","38,0",27.0,24.0,25.0,"43,5","38,1","33,8"
100711161,"23,6","18,7","25,5",338.0,302.0,174.0,"19,9","21,9","21,3",19.0,21.0,3.0,"26,4","28,4","9,4"
100711188,"23,7","16,4","21,2",294.0,237.0,191.0,"20,0","22,6","21,5",18.0,35.0,8.0,"29,0","55,6","19,5"
100711197,"25,7","17,7","27,8",564.0,467.0,475.0,"23,6","27,5","26,7",36.0,43.0,19.0,"38,7","44,8","29,7"
100711204,"17,7","16,8","19,2",313.0,269.0,287.0,"28,6","25,0","23,4",28.0,24.0,14.0,"45,2","38,7","22,6"
100790319,"26,1","32,5","36,7",530.0,634.0,501.0,"32,8","31,5","33,3",58.0,43.0,28.0,"93,5","69,4","68,3"
100790320,"26,4","17,8","33,5",758.0,550.0,344.0,"35,0","36,7","35,4",33.0,47.0,17.0,"40,2","56,0","58,6"
100790323,"26,1","16,4","28,7",437.0,284.0,546.0,"27,0","27,9","28,4",32.0,36.0,24.0,"51,6","58,1","35,8"
100790327,"7,8","7,7","7,6",112.0,107.0,88.0,"27,7","25,7","27,7",19.0,28.0,18.0,"36,5","51,9","42,9"
100790329,"45,1","22,1","21,6",402.0,235.0,212.0,"21,7","25,3","23,3",21.0,18.0,15.0,"51,2","43,9","35,7"
100790413,"20,6","14,8","16,0",350.0,304.0,311.0,"23,6","27,8","28,2",37.0,46.0,39.0,"51,4","62,2","56,5"
100790414,"46,9","25,9","24,4",297.0,202.0,164.0,"20,4","24,4","21,0",13.0,16.0,10.0,"41,9","50,0","31,3"
100790417,"15,1","18,2","24,5",211.0,259.0,317.0,"34,0","33,9","30,8",31.0,22.0,24.0,"75,6","52,4","58,5"
100790418,"22,6","12,0","15,6",307.0,175.0,187.0,"21,9","22,7","22,3",20.0,25.0,14.0,"32,3","39,1","25,9"
100790419,"7,3","7,0","9,9",81.0,60.0,83.0,"35,7","26,7","26,3",18.0,18.0,11.0,"58,1","58,1","35,5"
100790473,"76,2","40,5","53,8",1622.0,910.0,1105.0,"40,9","41,6","34,8",46.0,38.0,37.0,"88,5","71,7","62,7"
100790475,"36,8","24,8","21,8",542.0,436.0,417.0,"23,8","27,4","27,8",23.0,30.0,17.0,"37,1","47,6","24,6"
100790478,"63,5","38,9","30,0",447.0,296.0,313.0,"22,7","23,8","24,8",2.0,8.0,6.0,"6,5","25,8","14,3"
100790530,"76,5","19,9","19,1",298.0,95.0,71.0,"26,0","29,8","26,6",10.0,10.0,10.0,"66,7","66,7","71,4"
100790531,"62,3","28,8","50,3",1130.0,621.0,585.0,"25,2","29,2","27,7",36.0,40.0,20.0,"50,0","54,1","47,6"
100790539,"3,0","2,0","2,0",0.0,1.0,0.0,,"25,0","0,0",,1.0,0.0,,"50,0","0,0"
100790567,"54,1","24,3","38,0",1183.0,539.0,580.0,"30,4","30,0","36,4",37.0,43.0,22.0,"51,4","58,1","52,4"
100790574,,"11,0","21,0",,5.0,4.0,,"22,7","19,0",,1.0,0.0,,"50,0","0,0"
100790581,,"16,0","3,7",,3.0,0.0,,"18,8","0,0",,0.0,,,,
100790588,,"15,0","21,0",,0.0,3.0,,,"14,3",,0.0,1.0,,,"100,0"
100790602,,,"2,0",,,1.0,,,"50,0",,,,,,
100790609,,,"28,6",,,305.0,,,"34,4",,,10.0,,,"32,3"
100810011,"28,5","19,5","26,7",116.0,149.0,177.0,"13,1","18,2","15,8",15.0,26.0,21.0,"48,4","63,4","50,0"
100810047,,,"8,0",,,6.0,,,"6,8",,,3.0,,,"27,3"
100810065,"4,1","5,3","12,4",1.0,8.0,10.0,"1,2","7,1","3,1",1.0,3.0,4.0,"14,3","30,0","15,4"
100810092,"26,2","17,9","13,6",70.0,53.0,32.0,"12,7","13,5","10,7",5.0,2.0,3.0,"23,8","9,5","14,3"
100810126,"11,2","11,5","0,9",24.0,22.0,0.0,"5,2","4,7","0,0",10.0,9.0,,"24,4","29,0",
100810135,"29,0","31,7","26,9",186.0,187.0,134.0,"12,3","11,3","12,2",15.0,16.0,9.0,"28,8","30,8","22,0"
100810144,"15,9","14,3","10,3",106.0,104.0,54.0,"12,8","14,0","12,8",24.0,16.0,22.0,"46,2","30,8","53,7"
100810162,"32,8","16,0","19,3",232.0,124.0,89.0,"13,6","12,1","11,0",9.0,16.0,7.0,"17,3","25,8","17,1"
100810171,"13,6","15,8","9,8",126.0,128.0,43.0,"15,0","12,7","13,7",27.0,34.0,16.0,"43,5","53,1","50,0"
100810189,"22,7","18,9","11,0",199.0,126.0,9.0,"16,9","12,8","5,1",21.0,20.0,2.0,"40,4","38,5","12,5"
100810205,"24,6","22,3","20,2",148.0,169.0,57.0,"7,3","9,2","9,1",18.0,28.0,5.0,"22,0","34,1","16,1"
100810268,"18,8","23,5","20,9",96.0,138.0,159.0,"16,4","18,3","14,1",13.0,16.0,16.0,"41,9","51,6","30,2"
100810286,"23,8","14,9","9,9",227.0,167.0,50.0,"15,4","17,5","15,7",27.0,39.0,16.0,"43,5","60,9","50,0"
100810311,"3,2","4,3","13,5",10.0,16.0,11.0,"4,3","5,2","2,0",6.0,16.0,5.0,"20,0","23,9","12,2"
100810347,"59,2","30,5","20,2",537.0,265.0,102.0,"14,6","14,0","11,5",34.0,18.0,16.0,"54,8","29,0","36,4"
100810356,"12,5","23,2","14,4",37.0,68.0,32.0,"14,1","13,3","10,1",7.0,15.0,7.0,"33,3","68,2","31,8"
100810365,"12,6","13,0","13,5",94.0,119.0,70.0,"14,4","17,0","12,4",20.0,19.0,11.0,"38,5","36,5","26,2"
100810374,"25,1","18,5","14,1",228.0,224.0,150.0,"14,7","19,0","14,4",10.0,8.0,9.0,"16,1","12,5","12,3"
100810383,"4,5","12,3","9,8",12.0,36.0,50.0,"4,3","4,7","7,6",8.0,2.0,7.0,"12,9","3,2","10,4"
100810408,"36,1","22,2","39,5",357.0,228.0,262.0,"19,0","19,0","15,8",13.0,9.0,11.0,"25,0","17,3","26,2"
100810417,,,"13,2",,,39.0,,,"13,4",,,9.0,,,"40,9"
100810426,"12,3","9,4","7,5",267.0,213.0,107.0,"19,6","19,9","17,3",69.0,81.0,50.0,"62,2","71,1","61,0"
100810435,"13,8","19,5","27,8",122.0,194.0,214.0,"14,3","15,6","14,2",32.0,37.0,12.0,"51,6","59,7","22,2"
100810462,"31,4","28,9","10,8",147.0,146.0,43.0,"11,4","12,3","9,7",15.0,8.0,22.0,"36,6","19,5","53,7"
100810471,"10,5","14,6","18,2",129.0,175.0,174.0,"15,0","14,3","12,9",39.0,38.0,27.0,"47,6","45,2","36,5"
100810498,"16,8","13,6","20,9",106.0,99.0,99.0,"15,4","17,4","14,8",21.0,26.0,12.0,"51,2","61,9","37,5"
100810505,"36,3","29,1","67,2",623.0,480.0,535.0,"16,6","15,6","14,7",29.0,41.0,24.0,"28,2","39,4","44,4"
100810514,"24,0","15,3","22,8",295.0,209.0,168.0,"19,9","21,3","17,5",29.0,33.0,12.0,"46,8","52,4","28,6"
100810523,"1,8","3,2","5,2",7.0,6.0,6.0,"6,1","9,0","10,5",6.0,3.0,2.0,"75,0","60,0","18,2"
100810532,"8,7","12,3","15,8",76.0,129.0,92.0,"14,0","16,5","13,9",22.0,37.0,10.0,"35,5","57,8","23,8"
100810541,"30,0","41,5","37,7",340.0,352.0,438.0,"10,0","7,5","9,9",67.0,10.0,13.0,"59,3","8,8","11,0"
100890057,"23,0","13,7","19,8",311.0,202.0,138.0,"21,8","23,1","21,8",17.0,25.0,9.0,"27,4","39,1","28,1"
100890059,"15,4","7,8","15,9",172.0,87.0,98.0,"18,1","17,5","14,7",35.0,32.0,11.0,"56,5","50,8","26,2"
100890060,"22,3","14,5","15,8",81.0,60.0,71.0,"8,8","9,8","9,2",9.0,12.0,7.0,"22,0","29,3","14,9"
100890063,"34,9","22,9","21,2",250.0,162.0,143.0,"11,6","11,1","10,6",7.0,14.0,6.0,"11,3","22,2","9,7"
100890064,"38,2","43,5","36,5",485.0,487.0,216.0,"20,5","18,1","14,4",45.0,30.0,14.0,"72,6","48,4","34,1"
100890073,"45,3","19,2","17,4",83.0,38.0,27.0,"15,3","15,3","15,5",4.0,8.0,8.0,"33,3","66,7","88,9"
100890083,"40,7","34,0","9,6",226.0,228.0,74.0,"13,5","16,4","11,5",6.0,5.0,9.0,"14,6","12,2","13,4"
100890090,"148,6","37,2","30,2",2337.0,200.0,133.0,"50,7","17,4","14,2",19.0,10.0,5.0,"61,3","32,3","16,1"
100890104,"16,3","17,7","15,8",158.0,158.0,82.0,"18,6","16,5","14,1",14.0,18.0,8.0,"26,9","33,3","22,2"
100890118,,,"106,3",,,253.0,,,"9,2",,,1.0,,,"3,8"
110510018,"17,1","20,4","25,5",288.0,331.0,421.0,"12,5","12,1","12,3",46.0,14.0,21.0,"34,3","10,4","15,7"
110510027,"10,7","11,5","2,0",27.0,27.0,3.0,"6,2","5,7","13,6",13.0,12.0,,"31,7","29,3",
110510036,"15,0","16,1","8,5",124.0,157.0,23.0,"15,9","18,8","7,5",19.0,15.0,10.0,"36,5","28,8","27,8"
110510045,"19,1","23,9","17,6",98.0,170.0,137.0,"8,3","11,5","11,6",5.0,5.0,5.0,"8,1","8,1","7,5"
110510081,"35,9","20,0","19,1",413.0,237.0,277.0,"18,6","18,5","21,0",23.0,25.0,17.0,"37,1","39,1","25,4"
110510133,"19,0","25,4","18,0",129.0,195.0,76.0,"11,0","12,4","13,6",17.0,8.0,9.0,"27,4","12,9","29,0"
110510142,"27,2","18,8","28,8",383.0,228.0,275.0,"22,7","19,6","23,3",23.0,19.0,12.0,"37,1","30,6","29,3"
110510151,"3,0","3,2","19,1",3.0,5.0,21.0,"4,8","7,5","10,0",1.0,1.0,1.0,"16,7","20,0","9,1"
110510169,"38,0","22,9","24,4",586.0,354.0,523.0,"24,9","24,2","31,0",20.0,25.0,25.0,"32,3","39,1","36,2"
110590018,"27,2","19,8","15,0",263.0,166.0,104.0,"15,6","13,5","15,8",16.0,6.0,13.0,"25,8","9,7","29,5"
110590019,"18,0","21,3","29,6",132.0,189.0,196.0,"10,2","12,4","12,7",4.0,13.0,7.0,"5,6","18,1","13,5"
110590020,"3,2","4,3","21,2",17.0,23.0,51.0,"8,5","9,5","6,7",13.0,14.0,4.0,"36,1","29,2","11,1"
110590022,"30,6","18,7","11,8",397.0,238.0,187.0,"15,8","15,5","18,1",1.0,9.0,16.0,"1,2","11,0","18,2"
110590031,"21,9","24,7","20,7",203.0,198.0,168.0,"17,8","15,4","17,3",13.0,7.0,10.0,"25,0","13,5","21,3"
110590032,"3,5","5,0","8,1",10.0,21.0,33.0,"9,3","13,6","11,4",8.0,13.0,6.0,"32,0","41,9","16,7"
110590033,"14,0","18,8","26,8",87.0,141.0,165.0,"9,2","11,2","11,8",19.0,12.0,4.0,"28,4","17,9","7,7"
110590034,"41,6","33,5","54,2",673.0,468.0,635.0,"19,7","16,6","18,3",18.0,26.0,21.0,"22,0","31,3","32,8"
110590035,"22,9","26,1","40,0",254.0,246.0,243.0,"13,5","11,5","11,7",26.0,7.0,1.0,"31,7","8,5","1,9"
110590037,"16,4","23,0","9,8",111.0,106.0,59.0,"16,5","11,3","14,8",16.0,8.0,16.0,"39,0","19,5","39,0"
110590038,"29,3","19,6","35,2",460.0,318.0,713.0,"25,4","26,2","30,2",20.0,23.0,23.0,"32,3","37,1","34,3"
110590039,"25,9","20,0","27,4",376.0,296.0,163.0,"21,7","21,5","20,5",24.0,26.0,6.0,"35,8","37,7","20,7"
110590040,"36,5","20,6","44,5",410.0,256.0,275.0,"16,8","18,0","14,7",11.0,18.0,7.0,"16,4","26,9","16,7"
110590041,"9,0","9,3","14,1",68.0,78.0,33.0,"10,5","11,7","5,7",24.0,25.0,6.0,"33,3","34,7","14,6"
110590067,"18,4","25,2","20,1",147.0,156.0,156.0,"25,8","19,4","24,2",17.0,12.0,14.0,"54,8","38,7","43,8"
110590068,"45,7","23,1","21,7",656.0,302.0,163.0,"23,2","20,4","23,5",6.0,14.0,10.0,"9,7","21,9","31,3"
110590085,"22,0","11,9","16,4",315.0,198.0,251.0,"19,9","22,4","19,4",24.0,28.0,24.0,"33,3","37,8","30,8"
110590092,"32,8","19,1","43,1",461.0,281.0,419.0,"19,6","19,9","18,0",24.0,36.0,14.0,"33,3","50,0","26,9"
110590099,"18,5","15,4","15,3",224.0,173.0,202.0,"19,5","17,5","17,9",27.0,28.0,10.0,"43,5","43,8","13,5"
110590106,"28,6","22,8","43,2",245.0,211.0,319.0,"16,5","17,1","17,6",22.0,14.0,8.0,"42,3","26,4","19,0"
110590113,"29,5","20,4","42,2",295.0,211.0,339.0,"19,2","19,1","19,1",23.0,27.0,11.0,"44,2","51,9","26,2"
210100171,,"33,0","10,2",,34.0,20.0,,"25,8","39,2",,1.0,3.0,,"25,0","75,0"
210100178,,"1,6","1,4",,6.0,6.0,,"21,4","27,3",,2.0,5.0,,"40,0","50,0"
210100185,,"32,5","21,2",,38.0,24.0,,"29,2","22,6",,0.0,2.0,,,"40,0"
210100192,,"5,9","4,3",,48.0,29.0,,"47,5","42,0",,14.0,14.0,,"82,4","87,5"
210100199,,"15,6","18,2",,31.0,19.0,,"39,7","20,9",,3.0,2.0,,"60,0","40,0"
210100206,,"4,0","3,6",,38.0,25.0,,"45,2","43,1",,18.0,10.0,,"85,7","62,5"
210100213,,"9,8","6,6",,19.0,9.0,,"32,2","27,3",,3.0,4.0,,"60,0","80,0"
210100220,,"2,5","1,0",,7.0,5.0,,"28,0","31,3",,6.0,3.0,,"66,7","100,0"
210100255,,,"32,1",,,37.0,,,"16,4",,,3.0,,,"50,0"
210100262,,,"5,3",,,39.0,,,"31,0",,,17.0,,,"70,8"
210100269,,,"18,6",,,20.0,,,"15,4",,,0.0,,,"0,0"
210100276,,,"1,7",,,10.0,,,"24,4",,,5.0,,,"71,4"
210100283,,,"17,3",,,20.0,,,"29,0",,,2.0,,,"50,0"
210100290,,,"2,9",,,12.0,,,"34,3",,,8.0,,,"80,0"
210100297,,,"12,7",,,16.0,,,"18,0",,,1.0,,,"16,7"
210100304,,,"1,2",,,4.0,,,"14,3",,,3.0,,,"75,0"
210100311,,,"30,0",,,60.0,,,"33,3",,,3.0,,,"60,0"
210100318,,,"11,9",,,111.0,,,"44,4",,,18.0,,,"85,7"
210100339,,,"40,7",,,50.0,,,"20,5",,,1.0,,,"20,0"
210100346,,,"9,9",,,77.0,,,"37,2",,,13.0,,,"61,9"
202910199,"15,9","16,2","44,0",32.0,18.0,29.0,"13,4","10,1","13,2",3.0,2.0,1.0,"20,0","20,0","20,0"
202910206,"80,0","19,5","1,4",28.0,10.0,3.0,"17,5","25,6","10,3",1.0,2.0,1.0,"50,0","100,0","100,0"
202910251,"34,6","17,7","16,0",65.0,26.0,21.0,"17,1","12,3","11,9",3.0,1.0,4.0,"27,3","9,1","40,0"
202910463,"18,1","17,1","34,8",47.0,29.0,18.0,"17,3","15,4","12,9",7.0,5.0,1.0,"46,7","45,5","33,3"
202910481,"78,5","25,5","1,6",24.0,10.0,2.0,"15,3","19,6","7,4",1.0,1.0,2.0,"50,0","50,0","66,7"
202910506,"16,8","14,5","26,0",38.0,21.0,13.0,"15,1","13,1","12,5",1.0,2.0,0.0,"6,7","20,0","0,0"
202910524,"44,5","9,0","0,6",15.0,2.0,2.0,"16,9","11,1","18,2",1.0,2.0,1.0,"50,0","100,0","50,0"
202910675,"31,1","17,8","31,7",41.0,14.0,17.0,"11,0","6,0","7,7",2.0,0.0,0.0,"16,7",,"0,0"
202910736,"43,0","21,0","17,7",41.0,21.0,20.0,"31,8","50,0","37,7",3.0,1.0,1.0,"100,0","50,0","33,3"
202910763,"22,0","23,1","17,8",54.0,38.0,14.0,"22,3","16,5","8,8",5.0,3.0,0.0,"45,5","33,3","0,0"
202910799,"3,6","4,7","2,8",25.0,18.0,23.0,"34,7","29,5","48,9",14.0,11.0,16.0,"70,0","84,6","94,1"
202910806,"15,7","4,4","3,3",304.0,73.0,46.0,"32,8","28,3","23,8",43.0,30.0,22.0,"72,9","66,7","91,7"
202911001,"27,3","18,7","24,5",37.0,28.0,22.0,"11,3","11,5","8,1",3.0,0.0,0.0,"25,0",,"0,0"
202911425,"56,0","27,3","15,0",56.0,31.0,18.0,"20,0","16,2","13,3",2.0,2.0,1.0,"40,0","33,3","12,5"
202911434,"44,0","7,8","7,3",412.0,90.0,78.0,"37,5","34,0","25,5",14.0,26.0,36.0,"56,0","76,5","85,7"
202911452,,,"39,2",,,25.0,,,"12,8",,,1.0,,,"20,0"
202911461,,,"0,9",,,4.0,,,"21,1",,,2.0,,,"100,0"
202911497,"21,1","20,3","38,2",43.0,41.0,23.0,"13,6","18,4","12,0",1.0,3.0,0.0,"6,7","27,3","0,0"
202911504,"166,5","9,4","5,9",46.0,10.0,14.0,"13,8","21,3","11,4",2.0,4.0,3.0,"100,0","80,0","42,9"
202990166,"21,7","22,7","19,8",63.0,41.0,14.0,"19,3","16,4","14,1",3.0,6.0,2.0,"20,0","54,5","40,0"
202990167,"153,0","15,0","3,1",52.0,22.0,10.0,"17,0","29,3","15,4",0.0,2.0,8.0,,"40,0","100,0"
202990168,"44,8","13,0","15,3",66.0,16.0,20.0,"29,5","17,6","18,7",0.0,3.0,4.0,,"50,0","66,7"
